id,name,AphiaID,url,scientificname,authority,status,unacceptreason,taxonRankID,rank,valid_AphiaID,valid_name,valid_authority,parentNameUsageID,kingdom,phylum,class,order,family,genus,citation,lsid,isMarine,isBrackish,isFreshwater,isTerrestrial,isExtinct,match_type,modified
44,Scarus iseri,276052,https://www.marinespecies.org/aphia.php?p=taxdetails&id=276052,Scarus iseri,"(Bloch, 1789)",accepted,NA,220,Species,276052,Scarus iseri,"(Bloch, 1789)",159299,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Scaridae,Scarus,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Scarus iseri (Bloch, 1789). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=276052 on 2023-01-19",urn:lsid:marinespecies.org:taxname:276052,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
45,Sparisoma aurofrenatum,273772,https://www.marinespecies.org/aphia.php?p=taxdetails&id=273772,Sparisoma aurofrenatum,"(Valenciennes, 1840)",accepted,NA,220,Species,273772,Sparisoma aurofrenatum,"(Valenciennes, 1840)",126051,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Scaridae,Sparisoma,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Sparisoma aurofrenatum (Valenciennes, 1840). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=273772 on 2023-01-19",urn:lsid:marinespecies.org:taxname:273772,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
46,Sparisoma viride,273780,https://www.marinespecies.org/aphia.php?p=taxdetails&id=273780,Sparisoma viride,"(Bonnaterre, 1788)",accepted,NA,220,Species,273780,Sparisoma viride,"(Bonnaterre, 1788)",126051,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Scaridae,Sparisoma,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Sparisoma viride (Bonnaterre, 1788). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=273780 on 2023-01-19",urn:lsid:marinespecies.org:taxname:273780,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
47,Scarus trispinosus,276063,https://www.marinespecies.org/aphia.php?p=taxdetails&id=276063,Scarus trispinosus,"Valenciennes, 1840",accepted,NA,220,Species,276063,Scarus trispinosus,"Valenciennes, 1840",159299,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Scaridae,Scarus,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Scarus trispinosus Valenciennes, 1840. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=276063 on 2023-01-19",urn:lsid:marinespecies.org:taxname:276063,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
48,Sparisoma rubripinne,159301,https://www.marinespecies.org/aphia.php?p=taxdetails&id=159301,Sparisoma rubripinne,"(Valenciennes, 1840)",accepted,NA,220,Species,159301,Sparisoma rubripinne,"(Valenciennes, 1840)",126051,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Scaridae,Sparisoma,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Sparisoma rubripinne (Valenciennes, 1840). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=159301 on 2023-01-19",urn:lsid:marinespecies.org:taxname:159301,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
49,Sparisoma radians,273777,https://www.marinespecies.org/aphia.php?p=taxdetails&id=273777,Sparisoma radians,"(Valenciennes, 1840)",accepted,NA,220,Species,273777,Sparisoma radians,"(Valenciennes, 1840)",126051,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Scaridae,Sparisoma,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Sparisoma radians (Valenciennes, 1840). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=273777 on 2023-01-19",urn:lsid:marinespecies.org:taxname:273777,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
50,Sparisoma chrysopterum,273774,https://www.marinespecies.org/aphia.php?p=taxdetails&id=273774,Sparisoma chrysopterum,"(Bloch & Schneider, 1801)",accepted,NA,220,Species,273774,Sparisoma chrysopterum,"(Bloch & Schneider, 1801)",126051,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Scaridae,Sparisoma,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Sparisoma chrysopterum (Bloch & Schneider, 1801). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=273774 on 2023-01-19",urn:lsid:marinespecies.org:taxname:273774,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
51,Coryphopterus glaucofraenum,159736,https://www.marinespecies.org/aphia.php?p=taxdetails&id=159736,Coryphopterus glaucofraenum,"Gill, 1863",accepted,NA,220,Species,159736,Coryphopterus glaucofraenum,"Gill, 1863",159735,Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Coryphopterus,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Coryphopterus glaucofraenum Gill, 1863. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=159736 on 2023-01-19",urn:lsid:marinespecies.org:taxname:159736,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
52,Coryphopterus personatus,276432,https://www.marinespecies.org/aphia.php?p=taxdetails&id=276432,Coryphopterus personatus,"(Jordan & Thompson, 1905)",accepted,NA,220,Species,276432,Coryphopterus personatus,"(Jordan & Thompson, 1905)",159735,Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Coryphopterus,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Coryphopterus personatus (Jordan & Thompson, 1905). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=276432 on 2023-01-19",urn:lsid:marinespecies.org:taxname:276432,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
53,Coryphopterus eidolon,276426,https://www.marinespecies.org/aphia.php?p=taxdetails&id=276426,Coryphopterus eidolon,"Böhlke & Robins, 1960",accepted,NA,220,Species,276426,Coryphopterus eidolon,"Böhlke & Robins, 1960",159735,Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Coryphopterus,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Coryphopterus eidolon Böhlke & Robins, 1960. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=276426 on 2023-01-19",urn:lsid:marinespecies.org:taxname:276426,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
54,Microgobius microlepis,275717,https://www.marinespecies.org/aphia.php?p=taxdetails&id=275717,Microgobius microlepis,"Longley & Hildebrand, 1940",accepted,NA,220,Species,275717,Microgobius microlepis,"Longley & Hildebrand, 1940",158803,Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Microgobius,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Microgobius microlepis Longley & Hildebrand, 1940. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=275717 on 2023-01-19",urn:lsid:marinespecies.org:taxname:275717,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
55,Microgobius meeki,275716,https://www.marinespecies.org/aphia.php?p=taxdetails&id=275716,Microgobius meeki,"Evermann & Marsh, 1899",accepted,NA,220,Species,275716,Microgobius meeki,"Evermann & Marsh, 1899",158803,Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Microgobius,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Microgobius meeki Evermann & Marsh, 1899. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=275716 on 2023-01-19",urn:lsid:marinespecies.org:taxname:275716,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
56,Microgobius signatus,275719,https://www.marinespecies.org/aphia.php?p=taxdetails&id=275719,Microgobius signatus,"Poey, 1876",accepted,NA,220,Species,275719,Microgobius signatus,"Poey, 1876",158803,Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Microgobius,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Microgobius signatus Poey, 1876. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=275719 on 2023-01-19",urn:lsid:marinespecies.org:taxname:275719,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
57,Elacatinus illecebrosus,280606,https://www.marinespecies.org/aphia.php?p=taxdetails&id=280606,Elacatinus illecebrosus,"(Böhlke & Robins, 1968)",accepted,NA,220,Species,280606,Elacatinus illecebrosus,"(Böhlke & Robins, 1968)",269045,Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Elacatinus,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Elacatinus illecebrosus (Böhlke & Robins, 1968). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=280606 on 2023-01-19",urn:lsid:marinespecies.org:taxname:280606,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
58,Gnatholepis thompsoni,277493,https://www.marinespecies.org/aphia.php?p=taxdetails&id=277493,Gnatholepis thompsoni,"Jordan, 1904",accepted,NA,220,Species,277493,Gnatholepis thompsoni,"Jordan, 1904",204522,Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Gnatholepis,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Gnatholepis thompsoni Jordan, 1904. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=277493 on 2023-01-19",urn:lsid:marinespecies.org:taxname:277493,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
59,Lophogobius cyprinoides,281396,https://www.marinespecies.org/aphia.php?p=taxdetails&id=281396,Lophogobius cyprinoides,"(Pallas, 1770)",accepted,NA,220,Species,281396,Lophogobius cyprinoides,"(Pallas, 1770)",269731,Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Lophogobius,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Lophogobius cyprinoides (Pallas, 1770). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=281396 on 2023-01-19",urn:lsid:marinespecies.org:taxname:281396,1,1,1,0,NA,exact,2008-01-15T17:27:08.177Z
60,Tigrigobius saucrus,1013785,https://www.marinespecies.org/aphia.php?p=taxdetails&id=1013785,Tigrigobius saucrus,"(Robins, 1960)",accepted,NA,220,Species,1013785,Tigrigobius saucrus,"(Robins, 1960)",712341,Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Tigrigobius,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Tigrigobius saucrus (Robins, 1960). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1013785 on 2023-01-19",urn:lsid:marinespecies.org:taxname:1013785,1,0,0,0,NA,exact,2022-03-02T13:57:09.730Z
61,Calamus pennatula,275972,https://www.marinespecies.org/aphia.php?p=taxdetails&id=275972,Calamus pennatula,"Guichenot, 1868",accepted,NA,220,Species,275972,Calamus pennatula,"Guichenot, 1868",159240,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Sparidae,Calamus,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Calamus pennatula Guichenot, 1868. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=275972 on 2023-01-19",urn:lsid:marinespecies.org:taxname:275972,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
62,Parablennius marmoreus,159609,https://www.marinespecies.org/aphia.php?p=taxdetails&id=159609,Parablennius marmoreus,"(Poey, 1876)",accepted,NA,220,Species,159609,Parablennius marmoreus,"(Poey, 1876)",125920,Animalia,Chordata,Teleostei,Blenniiformes,Blenniidae,Parablennius,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Parablennius marmoreus (Poey, 1876). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=159609 on 2023-01-19",urn:lsid:marinespecies.org:taxname:159609,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
63,Ophioblennius atlanticus,126769,https://www.marinespecies.org/aphia.php?p=taxdetails&id=126769,Ophioblennius atlanticus,"(Valenciennes, 1836)",accepted,NA,220,Species,126769,Ophioblennius atlanticus,"(Valenciennes, 1836)",125919,Animalia,Chordata,Teleostei,Blenniiformes,Blenniidae,Ophioblennius,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Ophioblennius atlanticus (Valenciennes, 1836). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=126769 on 2023-01-19",urn:lsid:marinespecies.org:taxname:126769,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
64,Hypleurochilus geminatus,159602,https://www.marinespecies.org/aphia.php?p=taxdetails&id=159602,Hypleurochilus geminatus,"(Wood, 1825)",accepted,NA,220,Species,159602,Hypleurochilus geminatus,"(Wood, 1825)",159601,Animalia,Chordata,Teleostei,Blenniiformes,Blenniidae,Hypleurochilus,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Hypleurochilus geminatus (Wood, 1825). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=159602 on 2023-01-19",urn:lsid:marinespecies.org:taxname:159602,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
65,Paraclinus nigripinnis,282031,https://www.marinespecies.org/aphia.php?p=taxdetails&id=282031,Paraclinus nigripinnis,"(Steindachner, 1867)",accepted,NA,220,Species,282031,Paraclinus nigripinnis,"(Steindachner, 1867)",270199,Animalia,Chordata,Teleostei,Blenniiformes,Labrisomidae,Paraclinus,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Paraclinus nigripinnis (Steindachner, 1867). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=282031 on 2023-01-19",urn:lsid:marinespecies.org:taxname:282031,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
66,Caranx crysos,126802,https://www.marinespecies.org/aphia.php?p=taxdetails&id=126802,Caranx crysos,"(Mitchill, 1815)",accepted,NA,220,Species,126802,Caranx crysos,"(Mitchill, 1815)",125936,Animalia,Chordata,Teleostei,Carangiformes,Carangidae,Caranx,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Caranx crysos (Mitchill, 1815). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=126802 on 2023-01-19",urn:lsid:marinespecies.org:taxname:126802,1,1,0,0,NA,exact,2020-09-24T06:35:24.693Z
67,Caranx latus,126804,https://www.marinespecies.org/aphia.php?p=taxdetails&id=126804,Caranx latus,"Agassiz, 1831",accepted,NA,220,Species,126804,Caranx latus,"Agassiz, 1831",125936,Animalia,Chordata,Teleostei,Carangiformes,Carangidae,Caranx,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Caranx latus Agassiz, 1831. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=126804 on 2023-01-19",urn:lsid:marinespecies.org:taxname:126804,1,1,1,0,NA,exact,2008-01-15T17:27:08.177Z
68,Caranx bartholomaei,302312,https://www.marinespecies.org/aphia.php?p=taxdetails&id=302312,Caranx bartholomaei,"Cuvier, 1833",accepted,NA,220,Species,302312,Caranx bartholomaei,"Cuvier, 1833",125936,Animalia,Chordata,Teleostei,Carangiformes,Carangidae,Caranx,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Caranx bartholomaei Cuvier, 1833. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=302312 on 2023-01-19",urn:lsid:marinespecies.org:taxname:302312,1,0,0,0,NA,exact,2022-06-02T07:27:35.967Z
69,Carangoides ruber,159474,https://www.marinespecies.org/aphia.php?p=taxdetails&id=159474,Carangoides ruber,"(Bloch, 1793)",unaccepted,NA,220,Species,302432,Caranx ruber,"(Bloch, 1793)",159473,Animalia,Chordata,Teleostei,Carangiformes,Carangidae,Carangoides,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Carangoides ruber (Bloch, 1793). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=159474 on 2023-01-19",urn:lsid:marinespecies.org:taxname:159474,1,0,0,0,NA,exact,2013-01-08T14:26:18.763Z
70,Oligoplites saurus,159645,https://www.marinespecies.org/aphia.php?p=taxdetails&id=159645,Oligoplites saurus,"(Bloch & Schneider, 1801)",accepted,NA,220,Species,159645,Oligoplites saurus,"(Bloch & Schneider, 1801)",159642,Animalia,Chordata,Teleostei,Carangiformes,Carangidae,Oligoplites,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Oligoplites saurus (Bloch & Schneider, 1801). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=159645 on 2023-01-19",urn:lsid:marinespecies.org:taxname:159645,1,1,0,0,NA,exact,2008-01-15T17:27:08.177Z
71,Eucinostomus melanopterus,276423,https://www.marinespecies.org/aphia.php?p=taxdetails&id=276423,Eucinostomus melanopterus,"(Bleeker, 1863)",accepted,NA,220,Species,276423,Eucinostomus melanopterus,"(Bleeker, 1863)",159731,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Gerreidae,Eucinostomus,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Eucinostomus melanopterus (Bleeker, 1863). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=276423 on 2023-01-19",urn:lsid:marinespecies.org:taxname:276423,1,1,1,0,NA,exact,2008-01-15T17:27:08.177Z
72,Gerres cinereus,276954,https://www.marinespecies.org/aphia.php?p=taxdetails&id=276954,Gerres cinereus,"(Walbaum, 1792)",accepted,NA,220,Species,276954,Gerres cinereus,"(Walbaum, 1792)",204064,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Gerreidae,Gerres,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Gerres cinereus (Walbaum, 1792). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=276954 on 2023-01-19",urn:lsid:marinespecies.org:taxname:276954,1,1,1,0,NA,exact,2008-01-15T17:27:08.177Z
73,Chloroscombrus chrysurus,159483,https://www.marinespecies.org/aphia.php?p=taxdetails&id=159483,Chloroscombrus chrysurus,"(Linnaeus, 1766)",accepted,NA,220,Species,159483,Chloroscombrus chrysurus,"(Linnaeus, 1766)",159481,Animalia,Chordata,Teleostei,Carangiformes,Carangidae,Chloroscombrus,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Chloroscombrus chrysurus (Linnaeus, 1766). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=159483 on 2023-01-19",urn:lsid:marinespecies.org:taxname:159483,1,1,0,0,NA,exact,2008-01-15T17:27:08.177Z
74,Archosargus rhomboidalis,159239,https://www.marinespecies.org/aphia.php?p=taxdetails&id=159239,Archosargus rhomboidalis,"(Linnaeus, 1758)",accepted,NA,220,Species,159239,Archosargus rhomboidalis,"(Linnaeus, 1758)",159237,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Sparidae,Archosargus,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Archosargus rhomboidalis (Linnaeus, 1758). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=159239 on 2023-01-19",urn:lsid:marinespecies.org:taxname:159239,1,1,0,0,NA,exact,2008-01-15T17:27:08.177Z
75,Calamus bajonado,159241,https://www.marinespecies.org/aphia.php?p=taxdetails&id=159241,Calamus bajonado,"(Bloch & Schneider, 1801)",accepted,NA,220,Species,159241,Calamus bajonado,"(Bloch & Schneider, 1801)",159240,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Sparidae,Calamus,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Calamus bajonado (Bloch & Schneider, 1801). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=159241 on 2023-01-19",urn:lsid:marinespecies.org:taxname:159241,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
76,Scomberomorus regalis,273819,https://www.marinespecies.org/aphia.php?p=taxdetails&id=273819,Scomberomorus regalis,"(Bloch, 1793)",accepted,NA,220,Species,273819,Scomberomorus regalis,"(Bloch, 1793)",126064,Animalia,Chordata,Teleostei,Scombriformes,Scombridae,Scomberomorus,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Scomberomorus regalis (Bloch, 1793). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=273819 on 2023-01-19",urn:lsid:marinespecies.org:taxname:273819,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
77,Chaetodipterus faber,159703,https://www.marinespecies.org/aphia.php?p=taxdetails&id=159703,Chaetodipterus faber,"(Broussonet, 1782)",accepted,NA,220,Species,159703,Chaetodipterus faber,"(Broussonet, 1782)",159702,Animalia,Chordata,Teleostei,Acanthuriformes,Ephippidae,Chaetodipterus,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Chaetodipterus faber (Broussonet, 1782). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=159703 on 2023-01-19",urn:lsid:marinespecies.org:taxname:159703,1,1,0,0,NA,exact,2008-01-15T17:27:08.177Z
78,Sphyraena barracuda,345843,https://www.marinespecies.org/aphia.php?p=taxdetails&id=345843,Sphyraena barracuda,"(Edwards, 1771)",accepted,NA,220,Species,345843,Sphyraena barracuda,"(Edwards, 1771)",126084,Animalia,Chordata,Teleostei,Carangaria incertae sedis,Sphyraenidae,Sphyraena,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Sphyraena barracuda (Edwards, 1771). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=345843 on 2023-01-19",urn:lsid:marinespecies.org:taxname:345843,1,1,0,0,NA,exact,2009-06-16T07:05:49.343Z
79,Echeneis neucratoides,159678,https://www.marinespecies.org/aphia.php?p=taxdetails&id=159678,Echeneis neucratoides,"Zuiew, 1789",accepted,NA,220,Species,159678,Echeneis neucratoides,"Zuiew, 1789",125962,Animalia,Chordata,Teleostei,Carangiformes,Echeneidae,Echeneis,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Echeneis neucratoides Zuiew, 1789. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=159678 on 2023-01-19",urn:lsid:marinespecies.org:taxname:159678,1,0,0,0,NA,exact,2013-01-08T10:48:02.203Z
80,Pseudupeneus maculatus,159421,https://www.marinespecies.org/aphia.php?p=taxdetails&id=159421,Pseudupeneus maculatus,"(Bloch, 1793)",accepted,NA,220,Species,159421,Pseudupeneus maculatus,"(Bloch, 1793)",126035,Animalia,Chordata,Teleostei,Mulliformes,Mullidae,Pseudupeneus,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Pseudupeneus maculatus (Bloch, 1793). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=159421 on 2023-01-19",urn:lsid:marinespecies.org:taxname:159421,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
81,Centropomus undecimalis,280068,https://www.marinespecies.org/aphia.php?p=taxdetails&id=280068,Centropomus undecimalis,"(Bloch, 1792)",accepted,NA,220,Species,280068,Centropomus undecimalis,"(Bloch, 1792)",268680,Animalia,Chordata,Teleostei,Carangaria incertae sedis,Centropomidae,Centropomus,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Centropomus undecimalis (Bloch, 1792). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=280068 on 2023-01-19",urn:lsid:marinespecies.org:taxname:280068,1,1,1,0,NA,exact,2008-01-15T17:27:08.177Z
82,Opistognathus aurifrons,276442,https://www.marinespecies.org/aphia.php?p=taxdetails&id=276442,Opistognathus aurifrons,"(Jordan & Thompson, 1905)",accepted,NA,220,Species,276442,Opistognathus aurifrons,"(Jordan & Thompson, 1905)",159746,Animalia,Chordata,Teleostei,Ovalentaria incertae sedis,Opistognathidae,Opistognathus,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Opistognathus aurifrons (Jordan & Thompson, 1905). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=276442 on 2023-01-19",urn:lsid:marinespecies.org:taxname:276442,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
83,Scomberomorus maculatus,159342,https://www.marinespecies.org/aphia.php?p=taxdetails&id=159342,Scomberomorus maculatus,"(Mitchill, 1815)",accepted,NA,220,Species,159342,Scomberomorus maculatus,"(Mitchill, 1815)",126064,Animalia,Chordata,Teleostei,Scombriformes,Scombridae,Scomberomorus,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Scomberomorus maculatus (Mitchill, 1815). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=159342 on 2023-01-19",urn:lsid:marinespecies.org:taxname:159342,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
84,Odontoscion dentex,281837,https://www.marinespecies.org/aphia.php?p=taxdetails&id=281837,Odontoscion dentex,"(Cuvier, 1830)",accepted,NA,220,Species,281837,Odontoscion dentex,"(Cuvier, 1830)",270076,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Sciaenidae,Odontoscion,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Odontoscion dentex (Cuvier, 1830). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=281837 on 2023-01-19",urn:lsid:marinespecies.org:taxname:281837,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
85,Chilomycterus antennatus,275239,https://www.marinespecies.org/aphia.php?p=taxdetails&id=275239,Chilomycterus antennatus,"(Cuvier, 1816)",accepted,NA,220,Species,275239,Chilomycterus antennatus,"(Cuvier, 1816)",126230,Animalia,Chordata,Teleostei,Tetraodontiformes,Diodontidae,Chilomycterus,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Chilomycterus antennatus (Cuvier, 1816). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=275239 on 2023-01-19",urn:lsid:marinespecies.org:taxname:275239,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
86,Diodon hystrix,127403,https://www.marinespecies.org/aphia.php?p=taxdetails&id=127403,Diodon hystrix,"Linnaeus, 1758",accepted,NA,220,Species,127403,Diodon hystrix,"Linnaeus, 1758",126231,Animalia,Chordata,Teleostei,Tetraodontiformes,Diodontidae,Diodon,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Diodon hystrix Linnaeus, 1758. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=127403 on 2023-01-19",urn:lsid:marinespecies.org:taxname:127403,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
87,Monacanthus tuckeri,159499,https://www.marinespecies.org/aphia.php?p=taxdetails&id=159499,Monacanthus tuckeri,"Bean, 1906",accepted,NA,220,Species,159499,Monacanthus tuckeri,"Bean, 1906",159496,Animalia,Chordata,Teleostei,Tetraodontiformes,Monacanthidae,Monacanthus,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Monacanthus tuckeri Bean, 1906. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=159499 on 2023-01-19",urn:lsid:marinespecies.org:taxname:159499,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
