id,name,AphiaID,url,scientificname,authority,status,unacceptreason,taxonRankID,rank,valid_AphiaID,valid_name,valid_authority,parentNameUsageID,kingdom,phylum,class,order,family,genus,citation,lsid,isMarine,isBrackish,isFreshwater,isTerrestrial,isExtinct,match_type,modified
52,Apogon retrosella,273084,https://www.marinespecies.org/aphia.php?p=taxdetails&id=273084,Apogon retrosella,"(Gill, 1862)",accepted,NA,220,Species,273084,Apogon retrosella,"(Gill, 1862)",125913,Animalia,Chordata,Teleostei,Kurtiformes,Apogonidae,Apogon,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Apogon retrosella (Gill, 1862). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=273084 on 2023-01-20",urn:lsid:marinespecies.org:taxname:273084,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
53,Thalassoma grammaticum ,273580,https://www.marinespecies.org/aphia.php?p=taxdetails&id=273580,Thalassoma grammaticum,"Gilbert, 1890",accepted,NA,220,Species,273580,Thalassoma grammaticum,"Gilbert, 1890",126024,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Thalassoma,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Thalassoma grammaticum Gilbert, 1890. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=273580 on 2023-01-20",urn:lsid:marinespecies.org:taxname:273580,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
54,Halichoeres chierchiae,275756,https://www.marinespecies.org/aphia.php?p=taxdetails&id=275756,Halichoeres chierchiae,"Di Caporiacco, 1948",accepted,NA,220,Species,275756,Halichoeres chierchiae,"Di Caporiacco, 1948",158813,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Halichoeres,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Halichoeres chierchiae Di Caporiacco, 1948. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=275756 on 2023-01-20",urn:lsid:marinespecies.org:taxname:275756,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
55,Scarus ghobban,219127,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219127,Scarus ghobban,"Forsskål, 1775",accepted,NA,220,Species,219127,Scarus ghobban,"Forsskål, 1775",159299,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Scaridae,Scarus,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Scarus ghobban Forsskål, 1775. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=219127 on 2023-01-20",urn:lsid:marinespecies.org:taxname:219127,1,1,0,0,NA,exact,2008-01-15T17:27:08.177Z
56,Apogon pacificus,273065,https://www.marinespecies.org/aphia.php?p=taxdetails&id=273065,Apogon pacificus,"(Herre, 1935)",accepted,NA,220,Species,273065,Apogon pacificus,"(Herre, 1935)",125913,Animalia,Chordata,Teleostei,Kurtiformes,Apogonidae,Apogon,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Apogon pacificus (Herre, 1935). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=273065 on 2023-01-20",urn:lsid:marinespecies.org:taxname:273065,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
57,Novaculichthys taeniourus ,219035,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219035,Novaculichthys taeniourus,"(Lacepède, 1801)",accepted,NA,220,Species,219035,Novaculichthys taeniourus,"(Lacepède, 1801)",204252,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Novaculichthys,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Novaculichthys taeniourus (Lacepède, 1801). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=219035 on 2023-01-20",urn:lsid:marinespecies.org:taxname:219035,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
58,Halichoeres dispilus,275763,https://www.marinespecies.org/aphia.php?p=taxdetails&id=275763,Halichoeres dispilus,"(Günther, 1864)",accepted,NA,220,Species,275763,Halichoeres dispilus,"(Günther, 1864)",158813,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Halichoeres,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Halichoeres dispilus (Günther, 1864). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=275763 on 2023-01-20",urn:lsid:marinespecies.org:taxname:275763,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
59,Scarus rubroviolaceus,219124,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219124,Scarus rubroviolaceus,"Bleeker, 1847",accepted,NA,220,Species,219124,Scarus rubroviolaceus,"Bleeker, 1847",159299,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Scaridae,Scarus,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Scarus rubroviolaceus Bleeker, 1847. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=219124 on 2023-01-20",urn:lsid:marinespecies.org:taxname:219124,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
60,Pseudobalistes naufragium,279161,https://www.marinespecies.org/aphia.php?p=taxdetails&id=279161,Pseudobalistes naufragium,"(Jordan & Starks, 1895)",accepted,NA,220,Species,279161,Pseudobalistes naufragium,"(Jordan & Starks, 1895)",206762,Animalia,Chordata,Teleostei,Tetraodontiformes,Balistidae,Pseudobalistes,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Pseudobalistes naufragium (Jordan & Starks, 1895). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=279161 on 2023-01-20",urn:lsid:marinespecies.org:taxname:279161,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
61,Apogon dovii,273009,https://www.marinespecies.org/aphia.php?p=taxdetails&id=273009,Apogon dovii,"Günther, 1862",accepted,NA,220,Species,273009,Apogon dovii,"Günther, 1862",125913,Animalia,Chordata,Teleostei,Kurtiformes,Apogonidae,Apogon,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Apogon dovii Günther, 1862. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=273009 on 2023-01-20",urn:lsid:marinespecies.org:taxname:273009,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
62,Iniistius pavo,219004,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219004,Iniistius pavo,"(Valenciennes, 1840)",accepted,NA,220,Species,219004,Iniistius pavo,"(Valenciennes, 1840)",206311,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Iniistius,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Iniistius pavo (Valenciennes, 1840). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=219004 on 2023-01-20",urn:lsid:marinespecies.org:taxname:219004,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
63,Halichoeres notospilus,275781,https://www.marinespecies.org/aphia.php?p=taxdetails&id=275781,Halichoeres notospilus,"(Günther, 1864)",accepted,NA,220,Species,275781,Halichoeres notospilus,"(Günther, 1864)",158813,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Halichoeres,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Halichoeres notospilus (Günther, 1864). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=275781 on 2023-01-20",urn:lsid:marinespecies.org:taxname:275781,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
64,Balistes polylepis,275234,https://www.marinespecies.org/aphia.php?p=taxdetails&id=275234,Balistes polylepis,"Steindachner, 1876",accepted,NA,220,Species,275234,Balistes polylepis,"Steindachner, 1876",126228,Animalia,Chordata,Teleostei,Tetraodontiformes,Balistidae,Balistes,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Balistes polylepis Steindachner, 1876. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=275234 on 2023-01-20",urn:lsid:marinespecies.org:taxname:275234,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
65,Melichthys niger,219881,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219881,Melichthys niger,"(Bloch, 1786)",accepted,NA,220,Species,219881,Melichthys niger,"(Bloch, 1786)",205415,Animalia,Chordata,Teleostei,Tetraodontiformes,Balistidae,Melichthys,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Melichthys niger (Bloch, 1786). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=219881 on 2023-01-20",urn:lsid:marinespecies.org:taxname:219881,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
66,Sufflamen verres,276853,https://www.marinespecies.org/aphia.php?p=taxdetails&id=276853,Sufflamen verres,"(Gilbert & Starks, 1904)",accepted,NA,220,Species,276853,Sufflamen verres,"(Gilbert & Starks, 1904)",203929,Animalia,Chordata,Teleostei,Tetraodontiformes,Balistidae,Sufflamen,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Sufflamen verres (Gilbert & Starks, 1904). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=276853 on 2023-01-20",urn:lsid:marinespecies.org:taxname:276853,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
67,Aluterus scriptus,159491,https://www.marinespecies.org/aphia.php?p=taxdetails&id=159491,Aluterus scriptus,"(Osbeck, 1765)",accepted,NA,220,Species,159491,Aluterus scriptus,"(Osbeck, 1765)",126235,Animalia,Chordata,Teleostei,Tetraodontiformes,Monacanthidae,Aluterus,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Aluterus scriptus (Osbeck, 1765). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=159491 on 2023-01-20",urn:lsid:marinespecies.org:taxname:159491,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
68,Malacoctenus ebisui,281495,https://www.marinespecies.org/aphia.php?p=taxdetails&id=281495,Malacoctenus ebisui,"Springer, 1959",accepted,NA,220,Species,281495,Malacoctenus ebisui,"Springer, 1959",269781,Animalia,Chordata,Teleostei,Blenniiformes,Labrisomidae,Malacoctenus,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Malacoctenus ebisui Springer, 1959. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=281495 on 2023-01-20",urn:lsid:marinespecies.org:taxname:281495,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
69,Hypsoblennius brevipinnis,276319,https://www.marinespecies.org/aphia.php?p=taxdetails&id=276319,Hypsoblennius brevipinnis,"(Günther, 1861)",accepted,NA,220,Species,276319,Hypsoblennius brevipinnis,"(Günther, 1861)",159603,Animalia,Chordata,Teleostei,Blenniiformes,Blenniidae,Hypsoblennius,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Hypsoblennius brevipinnis (Günther, 1861). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=276319 on 2023-01-20",urn:lsid:marinespecies.org:taxname:276319,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
70,Lythrypnus rhizophora,281469,https://www.marinespecies.org/aphia.php?p=taxdetails&id=281469,Lythrypnus rhizophora,"(Heller & Snodgrass, 1903)",accepted,NA,220,Species,281469,Lythrypnus rhizophora,"(Heller & Snodgrass, 1903)",269761,Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Lythrypnus,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Lythrypnus rhizophora (Heller & Snodgrass, 1903). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=281469 on 2023-01-20",urn:lsid:marinespecies.org:taxname:281469,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
71,Acanthemblemaria exilispinus,279450,https://www.marinespecies.org/aphia.php?p=taxdetails&id=279450,Acanthemblemaria exilispinus,"Stephens, 1963",accepted,NA,220,Species,279450,Acanthemblemaria exilispinus,"Stephens, 1963",254882,Animalia,Chordata,Teleostei,Blenniiformes,Chaenopsidae,Acanthemblemaria,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Acanthemblemaria exilispinus Stephens, 1963. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=279450 on 2023-01-20",urn:lsid:marinespecies.org:taxname:279450,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
72,Scorpaena plumieri,159564,https://www.marinespecies.org/aphia.php?p=taxdetails&id=159564,Scorpaena plumieri,"Bloch, 1789",accepted,NA,220,Species,159564,Scorpaena plumieri,"Bloch, 1789",126171,Animalia,Chordata,Teleostei,Perciformes,Scorpaenidae,Scorpaena,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Scorpaena plumieri Bloch, 1789. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=159564 on 2023-01-20",urn:lsid:marinespecies.org:taxname:159564,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
73,Cirrhitus rivulatus,279160,https://www.marinespecies.org/aphia.php?p=taxdetails&id=279160,Cirrhitus rivulatus,"Valenciennes, 1846",accepted,NA,220,Species,279160,Cirrhitus rivulatus,"Valenciennes, 1846",206761,Animalia,Chordata,Teleostei,Centrarchiformes,Cirrhitidae,Cirrhitus,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Cirrhitus rivulatus Valenciennes, 1846. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=279160 on 2023-01-20",urn:lsid:marinespecies.org:taxname:279160,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
74,Dunckerocampus dactyliophorus,218005,https://www.marinespecies.org/aphia.php?p=taxdetails&id=218005,Dunckerocampus dactyliophorus,"(Bleeker, 1853)",accepted,NA,220,Species,218005,Dunckerocampus dactyliophorus,"(Bleeker, 1853)",204732,Animalia,Chordata,Teleostei,Syngnathiformes,Syngnathidae,Dunckerocampus,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Dunckerocampus dactyliophorus (Bleeker, 1853). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=218005 on 2023-01-20",urn:lsid:marinespecies.org:taxname:218005,1,0,0,0,NA,exact,2020-10-01T06:04:28.283Z
75,Malacoctenus margaritae,281501,https://www.marinespecies.org/aphia.php?p=taxdetails&id=281501,Malacoctenus margaritae,"(Fowler, 1944)",accepted,NA,220,Species,281501,Malacoctenus margaritae,"(Fowler, 1944)",269781,Animalia,Chordata,Teleostei,Blenniiformes,Labrisomidae,Malacoctenus,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Malacoctenus margaritae (Fowler, 1944). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=281501 on 2023-01-20",urn:lsid:marinespecies.org:taxname:281501,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
76,Ophioblennius steindachneri,273126,https://www.marinespecies.org/aphia.php?p=taxdetails&id=273126,Ophioblennius steindachneri,"Jordan & Evermann, 1898",accepted,NA,220,Species,273126,Ophioblennius steindachneri,"Jordan & Evermann, 1898",125919,Animalia,Chordata,Teleostei,Blenniiformes,Blenniidae,Ophioblennius,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Ophioblennius steindachneri Jordan & Evermann, 1898. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=273126 on 2023-01-20",urn:lsid:marinespecies.org:taxname:273126,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
77,Acanthemblemaria hancocki,279452,https://www.marinespecies.org/aphia.php?p=taxdetails&id=279452,Acanthemblemaria hancocki,"Myers & Reid, 1936",accepted,NA,220,Species,279452,Acanthemblemaria hancocki,"Myers & Reid, 1936",254882,Animalia,Chordata,Teleostei,Blenniiformes,Chaenopsidae,Acanthemblemaria,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Acanthemblemaria hancocki Myers & Reid, 1936. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=279452 on 2023-01-20",urn:lsid:marinespecies.org:taxname:279452,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
78,Scorpaenodes xyris,274756,https://www.marinespecies.org/aphia.php?p=taxdetails&id=274756,Scorpaenodes xyris,"(Jordan & Gilbert, 1882)",accepted,NA,220,Species,274756,Scorpaenodes xyris,"(Jordan & Gilbert, 1882)",126172,Animalia,Chordata,Teleostei,Perciformes,Scorpaenidae,Scorpaenodes,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Scorpaenodes xyris (Jordan & Gilbert, 1882). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=274756 on 2023-01-20",urn:lsid:marinespecies.org:taxname:274756,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
79,Oxycirrhites typus,218865,https://www.marinespecies.org/aphia.php?p=taxdetails&id=218865,Oxycirrhites typus,"Bleeker, 1857",accepted,NA,220,Species,218865,Oxycirrhites typus,"Bleeker, 1857",205620,Animalia,Chordata,Teleostei,Centrarchiformes,Cirrhitidae,Oxycirrhites,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Oxycirrhites typus Bleeker, 1857. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=218865 on 2023-01-20",urn:lsid:marinespecies.org:taxname:218865,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
80,Hippocampus ingens,275197,https://www.marinespecies.org/aphia.php?p=taxdetails&id=275197,Hippocampus ingens,"Girard, 1858",accepted,NA,220,Species,275197,Hippocampus ingens,"Girard, 1858",126224,Animalia,Chordata,Teleostei,Syngnathiformes,Syngnathidae,Hippocampus,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Hippocampus ingens Girard, 1858. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=275197 on 2023-01-20",urn:lsid:marinespecies.org:taxname:275197,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
81,Malacoctenus tetranemus,281502,https://www.marinespecies.org/aphia.php?p=taxdetails&id=281502,Malacoctenus tetranemus,"(Cope, 1877)",accepted,NA,220,Species,281502,Malacoctenus tetranemus,"(Cope, 1877)",269781,Animalia,Chordata,Teleostei,Blenniiformes,Labrisomidae,Malacoctenus,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Malacoctenus tetranemus (Cope, 1877). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=281502 on 2023-01-20",urn:lsid:marinespecies.org:taxname:281502,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
82,Coryphopterus urospilus,276435,https://www.marinespecies.org/aphia.php?p=taxdetails&id=276435,Coryphopterus urospilus,"Ginsburg, 1938",accepted,NA,220,Species,276435,Coryphopterus urospilus,"Ginsburg, 1938",159735,Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Coryphopterus,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Coryphopterus urospilus Ginsburg, 1938. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=276435 on 2023-01-20",urn:lsid:marinespecies.org:taxname:276435,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
83,Heteroconger klausewitzi,271780,https://www.marinespecies.org/aphia.php?p=taxdetails&id=271780,Heteroconger klausewitzi,"(Eibl-Eibesfeldt & Köster, 1983)",accepted,NA,220,Species,271780,Heteroconger klausewitzi,"(Eibl-Eibesfeldt & Köster, 1983)",125626,Animalia,Chordata,Teleostei,Anguilliformes,Congridae,Heteroconger,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Heteroconger klausewitzi (Eibl-Eibesfeldt & Köster, 1983). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=271780 on 2023-01-20",urn:lsid:marinespecies.org:taxname:271780,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
84,Synodus lacertinus,272130,https://www.marinespecies.org/aphia.php?p=taxdetails&id=272130,Synodus lacertinus,"Gilbert, 1890",accepted,NA,220,Species,272130,Synodus lacertinus,"Gilbert, 1890",125686,Animalia,Chordata,Teleostei,Aulopiformes,Synodontidae,Synodus,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Synodus lacertinus Gilbert, 1890. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=272130 on 2023-01-20",urn:lsid:marinespecies.org:taxname:272130,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
85,Lepidonectes clarkhubbsi,281294,https://www.marinespecies.org/aphia.php?p=taxdetails&id=281294,Lepidonectes clarkhubbsi,"Bussing, 1991",accepted,NA,220,Species,281294,Lepidonectes clarkhubbsi,"Bussing, 1991",269636,Animalia,Chordata,Teleostei,Blenniiformes,Tripterygiidae,Lepidonectes,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Lepidonectes clarkhubbsi Bussing, 1991. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=281294 on 2023-01-20",urn:lsid:marinespecies.org:taxname:281294,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
86,Malacanthus brevirostris,218378,https://www.marinespecies.org/aphia.php?p=taxdetails&id=218378,Malacanthus brevirostris,"Guichenot, 1848",accepted,NA,220,Species,218378,Malacanthus brevirostris,"Guichenot, 1848",204377,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Malacanthidae,Malacanthus,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Malacanthus brevirostris Guichenot, 1848. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=218378 on 2023-01-20",urn:lsid:marinespecies.org:taxname:218378,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
87,Plagiotremus azaleus,278234,https://www.marinespecies.org/aphia.php?p=taxdetails&id=278234,Plagiotremus azaleus,"(Jordan & Bollman, 1890)",accepted,NA,220,Species,278234,Plagiotremus azaleus,"(Jordan & Bollman, 1890)",205546,Animalia,Chordata,Teleostei,Blenniiformes,Blenniidae,Plagiotremus,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Plagiotremus azaleus (Jordan & Bollman, 1890). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=278234 on 2023-01-20",urn:lsid:marinespecies.org:taxname:278234,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
88,Elacatinus inornatus,280607,https://www.marinespecies.org/aphia.php?p=taxdetails&id=280607,Elacatinus inornatus,"Bussing, 1990",unaccepted,NA,220,Species,1011464,Tigrigobius digueti,"(Pellegrin, 1901)",269045,Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Elacatinus,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Elacatinus inornatus Bussing, 1990. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=280607 on 2023-01-20",urn:lsid:marinespecies.org:taxname:280607,1,0,0,0,NA,exact,2021-08-06T09:34:46.953Z
89,Elacatinus punticulatus,402825,https://www.marinespecies.org/aphia.php?p=taxdetails&id=402825,Elacatinus punticulatus,"(Ginsburg, 1938)",unaccepted,misspelling: specific epithet,220,Species,280620,Elacatinus puncticulatus,"(Ginsburg, 1938)",269045,Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Elacatinus,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Elacatinus punticulatus (Ginsburg, 1938). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=402825 on 2023-01-20",urn:lsid:marinespecies.org:taxname:402825,1,0,0,0,NA,exact,2021-03-05T19:23:23.957Z
90,Mccoskerichthys sandae,281538,https://www.marinespecies.org/aphia.php?p=taxdetails&id=281538,Mccoskerichthys sandae,"Rosenblatt & Stephens, 1978",accepted,NA,220,Species,281538,Mccoskerichthys sandae,"Rosenblatt & Stephens, 1978",269811,Animalia,Chordata,Teleostei,Blenniiformes,Chaenopsidae,Mccoskerichthys,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Mccoskerichthys sandae Rosenblatt & Stephens, 1978. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=281538 on 2023-01-20",urn:lsid:marinespecies.org:taxname:281538,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
91,Cirrhitichthys oxycephalus,218853,https://www.marinespecies.org/aphia.php?p=taxdetails&id=218853,Cirrhitichthys oxycephalus,"(Bleeker, 1855)",accepted,NA,220,Species,218853,Cirrhitichthys oxycephalus,"(Bleeker, 1855)",204590,Animalia,Chordata,Teleostei,Centrarchiformes,Cirrhitidae,Cirrhitichthys,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Cirrhitichthys oxycephalus (Bleeker, 1855). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=218853 on 2023-01-20",urn:lsid:marinespecies.org:taxname:218853,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
92,Axoclinus lucillae,279847,https://www.marinespecies.org/aphia.php?p=taxdetails&id=279847,Axoclinus lucillae,"Fowler, 1944",accepted,NA,220,Species,279847,Axoclinus lucillae,"Fowler, 1944",268469,Animalia,Chordata,Teleostei,Blenniiformes,Tripterygiidae,Axoclinus,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Axoclinus lucillae Fowler, 1944. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=279847 on 2023-01-20",urn:lsid:marinespecies.org:taxname:279847,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
93,Arothron hispidus,219925,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219925,Arothron hispidus,"(Linnaeus, 1758)",accepted,NA,220,Species,219925,Arothron hispidus,"(Linnaeus, 1758)",156706,Animalia,Chordata,Teleostei,Tetraodontiformes,Tetraodontidae,Arothron,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Arothron hispidus (Linnaeus, 1758). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=219925 on 2023-01-20",urn:lsid:marinespecies.org:taxname:219925,1,1,0,0,NA,exact,2008-01-15T17:27:08.177Z
94,Chilomycterus reticulatus,219964,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219964,Chilomycterus reticulatus,"(Linnaeus, 1758)",accepted,NA,220,Species,219964,Chilomycterus reticulatus,"(Linnaeus, 1758)",126230,Animalia,Chordata,Teleostei,Tetraodontiformes,Diodontidae,Chilomycterus,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Chilomycterus reticulatus (Linnaeus, 1758). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=219964 on 2023-01-20",urn:lsid:marinespecies.org:taxname:219964,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
