id,name,AphiaID,url,scientificname,authority,status,unacceptreason,taxonRankID,rank,valid_AphiaID,valid_name,valid_authority,parentNameUsageID,kingdom,phylum,class,order,family,genus,citation,lsid,isMarine,isBrackish,isFreshwater,isTerrestrial,isExtinct,match_type,modified
1,Alphestes immaculatus,279568,https://www.marinespecies.org/aphia.php?p=taxdetails&id=279568,Alphestes immaculatus,"Breder, 1936",accepted,NA,220,Species,279568,Alphestes immaculatus,"Breder, 1936",268269,Animalia,Chordata,Teleostei,Perciformes,Serranidae,Alphestes,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Alphestes immaculatus Breder, 1936. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=279568 on 2023-01-20",urn:lsid:marinespecies.org:taxname:279568,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
2,Cephalopholis panamensis,279152,https://www.marinespecies.org/aphia.php?p=taxdetails&id=279152,Cephalopholis panamensis,"(Steindachner, 1876)",accepted,NA,220,Species,279152,Cephalopholis panamensis,"(Steindachner, 1876)",206732,Animalia,Chordata,Teleostei,Perciformes,Serranidae,Cephalopholis,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Cephalopholis panamensis (Steindachner, 1876). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=279152 on 2023-01-20",urn:lsid:marinespecies.org:taxname:279152,1,0,0,0,NA,exact,2017-10-25T05:47:25.293Z
3,Chromis atrilobata,273712,https://www.marinespecies.org/aphia.php?p=taxdetails&id=273712,Chromis atrilobata,"Gill, 1862",unaccepted,NA,220,Species,1580692,Azurina atrilobata,"(Gill, 1862)",126045,Animalia,Chordata,Teleostei,Ovalentaria incertae sedis,Pomacentridae,Chromis,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Chromis atrilobata Gill, 1862. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=273712 on 2023-01-20",urn:lsid:marinespecies.org:taxname:273712,1,0,0,0,NA,exact,2023-01-11T08:59:53.383Z
4,Epinephelus labriformis,273858,https://www.marinespecies.org/aphia.php?p=taxdetails&id=273858,Epinephelus labriformis,"(Jenyns, 1840)",accepted,NA,220,Species,273858,Epinephelus labriformis,"(Jenyns, 1840)",126068,Animalia,Chordata,Teleostei,Perciformes,Serranidae,Epinephelus,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Epinephelus labriformis (Jenyns, 1840). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=273858 on 2023-01-20",urn:lsid:marinespecies.org:taxname:273858,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
5,Paranthias colonus,282083,https://www.marinespecies.org/aphia.php?p=taxdetails&id=282083,Paranthias colonus,"(Valenciennes, 1846)",accepted,NA,220,Species,282083,Paranthias colonus,"(Valenciennes, 1846)",270239,Animalia,Chordata,Teleostei,Perciformes,Serranidae,Paranthias,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Paranthias colonus (Valenciennes, 1846). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=282083 on 2023-01-20",urn:lsid:marinespecies.org:taxname:282083,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
6,Stegastes acapulcoensis,276658,https://www.marinespecies.org/aphia.php?p=taxdetails&id=276658,Stegastes acapulcoensis,"(Fowler, 1944)",accepted,NA,220,Species,276658,Stegastes acapulcoensis,"(Fowler, 1944)",203822,Animalia,Chordata,Teleostei,Ovalentaria incertae sedis,Pomacentridae,Stegastes,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Stegastes acapulcoensis (Fowler, 1944). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=276658 on 2023-01-20",urn:lsid:marinespecies.org:taxname:276658,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
7,Stegastes flavilatus,276668,https://www.marinespecies.org/aphia.php?p=taxdetails&id=276668,Stegastes flavilatus,"(Gill, 1862)",accepted,NA,220,Species,276668,Stegastes flavilatus,"(Gill, 1862)",203822,Animalia,Chordata,Teleostei,Ovalentaria incertae sedis,Pomacentridae,Stegastes,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Stegastes flavilatus (Gill, 1862). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=276668 on 2023-01-20",urn:lsid:marinespecies.org:taxname:276668,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
8,Serranus psittacinus,273904,https://www.marinespecies.org/aphia.php?p=taxdetails&id=273904,Serranus psittacinus,"Valenciennes, 1846",accepted,NA,220,Species,273904,Serranus psittacinus,"Valenciennes, 1846",126070,Animalia,Chordata,Teleostei,Perciformes,Serranidae,Serranus,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Serranus psittacinus Valenciennes, 1846. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=273904 on 2023-01-20",urn:lsid:marinespecies.org:taxname:273904,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
9,Abudefduf troschelii,273702,https://www.marinespecies.org/aphia.php?p=taxdetails&id=273702,Abudefduf troschelii,"(Gill, 1862)",accepted,NA,220,Species,273702,Abudefduf troschelii,"(Gill, 1862)",126044,Animalia,Chordata,Teleostei,Ovalentaria incertae sedis,Pomacentridae,Abudefduf,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Abudefduf troschelii (Gill, 1862). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=273702 on 2023-01-20",urn:lsid:marinespecies.org:taxname:273702,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
10,Microspathodon dorsalis,281572,https://www.marinespecies.org/aphia.php?p=taxdetails&id=281572,Microspathodon dorsalis,"(Gill, 1862)",accepted,NA,220,Species,281572,Microspathodon dorsalis,"(Gill, 1862)",269877,Animalia,Chordata,Teleostei,Ovalentaria incertae sedis,Pomacentridae,Microspathodon,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Microspathodon dorsalis (Gill, 1862). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=281572 on 2023-01-20",urn:lsid:marinespecies.org:taxname:281572,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
11,Haemulon sexfasciatum,275736,https://www.marinespecies.org/aphia.php?p=taxdetails&id=275736,Haemulon sexfasciatum,"Gill, 1862",accepted,NA,220,Species,275736,Haemulon sexfasciatum,"Gill, 1862",158806,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Haemulidae,Haemulon,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Haemulon sexfasciatum Gill, 1862. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=275736 on 2023-01-20",urn:lsid:marinespecies.org:taxname:275736,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
12,Haemulon steindachneri,275738,https://www.marinespecies.org/aphia.php?p=taxdetails&id=275738,Haemulon steindachneri,"(Jordan & Gilbert, 1882)",accepted,NA,220,Species,275738,Haemulon steindachneri,"(Jordan & Gilbert, 1882)",158806,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Haemulidae,Haemulon,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Haemulon steindachneri (Jordan & Gilbert, 1882). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=275738 on 2023-01-20",urn:lsid:marinespecies.org:taxname:275738,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
13,Hoplopagrus guentherii,281087,https://www.marinespecies.org/aphia.php?p=taxdetails&id=281087,Hoplopagrus guentherii,"Gill, 1862",accepted,NA,220,Species,281087,Hoplopagrus guentherii,"Gill, 1862",269422,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Lutjanidae,Hoplopagrus,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Hoplopagrus guentherii Gill, 1862. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=281087 on 2023-01-20",urn:lsid:marinespecies.org:taxname:281087,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
14,Haemulon maculicauda,275729,https://www.marinespecies.org/aphia.php?p=taxdetails&id=275729,Haemulon maculicauda,"(Gill, 1862)",accepted,NA,220,Species,275729,Haemulon maculicauda,"(Gill, 1862)",158806,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Haemulidae,Haemulon,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Haemulon maculicauda (Gill, 1862). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=275729 on 2023-01-20",urn:lsid:marinespecies.org:taxname:275729,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
15,Lutjanus guttatus,276539,https://www.marinespecies.org/aphia.php?p=taxdetails&id=276539,Lutjanus guttatus,"(Steindachner, 1869)",accepted,NA,220,Species,276539,Lutjanus guttatus,"(Steindachner, 1869)",159791,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Lutjanidae,Lutjanus,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Lutjanus guttatus (Steindachner, 1869). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=276539 on 2023-01-20",urn:lsid:marinespecies.org:taxname:276539,1,0,0,0,NA,exact,2020-10-05T08:09:32.520Z
16,Kyphosus analogus,273519,https://www.marinespecies.org/aphia.php?p=taxdetails&id=273519,Kyphosus analogus,"(Gill, 1862)",unaccepted,NA,220,Species,218706,Kyphosus vaigiensis,"(Quoy & Gaimard, 1825)",126015,Animalia,Chordata,Teleostei,Centrarchiformes,Kyphosidae,Kyphosus,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Kyphosus analogus (Gill, 1862). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=273519 on 2023-01-20",urn:lsid:marinespecies.org:taxname:273519,1,0,0,0,NA,exact,2021-08-27T06:46:32.600Z
17,Sectator ocyurus,282744,https://www.marinespecies.org/aphia.php?p=taxdetails&id=282744,Sectator ocyurus,"(Jordan & Gilbert, 1882)",unaccepted,Superseded new combination,220,Species,1018702,Kyphosus ocyurus,"(Jordan & Gilbert, 1882)",270860,Animalia,Chordata,Teleostei,Centrarchiformes,Kyphosidae,Sectator,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Sectator ocyurus (Jordan & Gilbert, 1882). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=282744 on 2023-01-20",urn:lsid:marinespecies.org:taxname:282744,1,0,0,0,NA,exact,2020-12-17T17:16:01.143Z
18,Lutjanus novemfasciatus,276544,https://www.marinespecies.org/aphia.php?p=taxdetails&id=276544,Lutjanus novemfasciatus,"Gill, 1862",accepted,NA,220,Species,276544,Lutjanus novemfasciatus,"Gill, 1862",159791,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Lutjanidae,Lutjanus,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Lutjanus novemfasciatus Gill, 1862. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=276544 on 2023-01-20",urn:lsid:marinespecies.org:taxname:276544,1,1,0,0,NA,exact,2008-01-15T17:27:08.177Z
19,Kyphosus elegans,273521,https://www.marinespecies.org/aphia.php?p=taxdetails&id=273521,Kyphosus elegans,"(Peters, 1869)",accepted,NA,220,Species,273521,Kyphosus elegans,"(Peters, 1869)",126015,Animalia,Chordata,Teleostei,Centrarchiformes,Kyphosidae,Kyphosus,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Kyphosus elegans (Peters, 1869). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=273521 on 2023-01-20",urn:lsid:marinespecies.org:taxname:273521,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
20,Lutjanus viridis,276552,https://www.marinespecies.org/aphia.php?p=taxdetails&id=276552,Lutjanus viridis,"(Valenciennes, 1846)",accepted,NA,220,Species,276552,Lutjanus viridis,"(Valenciennes, 1846)",159791,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Lutjanidae,Lutjanus,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Lutjanus viridis (Valenciennes, 1846). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=276552 on 2023-01-20",urn:lsid:marinespecies.org:taxname:276552,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
21,Lutjanus argentiventris,276524,https://www.marinespecies.org/aphia.php?p=taxdetails&id=276524,Lutjanus argentiventris,"(Peters, 1869)",accepted,NA,220,Species,276524,Lutjanus argentiventris,"(Peters, 1869)",159791,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Lutjanidae,Lutjanus,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Lutjanus argentiventris (Peters, 1869). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=276524 on 2023-01-20",urn:lsid:marinespecies.org:taxname:276524,1,1,0,0,NA,exact,2008-01-15T17:27:08.177Z
22,Chaetodon humeralis,273343,https://www.marinespecies.org/aphia.php?p=taxdetails&id=273343,Chaetodon humeralis,"Günther, 1860",accepted,NA,220,Species,273343,Chaetodon humeralis,"Günther, 1860",125954,Animalia,Chordata,Teleostei,Acanthuriformes,Chaetodontidae,Chaetodon,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Chaetodon humeralis Günther, 1860. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=273343 on 2023-01-20",urn:lsid:marinespecies.org:taxname:273343,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
23,Johnrandallia nigrirostris,281202,https://www.marinespecies.org/aphia.php?p=taxdetails&id=281202,Johnrandallia nigrirostris,"(Gill, 1862)",accepted,NA,220,Species,281202,Johnrandallia nigrirostris,"(Gill, 1862)",269534,Animalia,Chordata,Teleostei,Acanthuriformes,Chaetodontidae,Johnrandallia,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Johnrandallia nigrirostris (Gill, 1862). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=281202 on 2023-01-20",urn:lsid:marinespecies.org:taxname:281202,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
24,Scarus rubroviolaceus,219124,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219124,Scarus rubroviolaceus,"Bleeker, 1847",accepted,NA,220,Species,219124,Scarus rubroviolaceus,"Bleeker, 1847",159299,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Scaridae,Scarus,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Scarus rubroviolaceus Bleeker, 1847. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=219124 on 2023-01-20",urn:lsid:marinespecies.org:taxname:219124,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
25,Halichoeres chierchiae,275756,https://www.marinespecies.org/aphia.php?p=taxdetails&id=275756,Halichoeres chierchiae,"Di Caporiacco, 1948",accepted,NA,220,Species,275756,Halichoeres chierchiae,"Di Caporiacco, 1948",158813,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Halichoeres,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Halichoeres chierchiae Di Caporiacco, 1948. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=275756 on 2023-01-20",urn:lsid:marinespecies.org:taxname:275756,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
26,Novaculichthys taeniourus,219035,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219035,Novaculichthys taeniourus,"(Lacepède, 1801)",accepted,NA,220,Species,219035,Novaculichthys taeniourus,"(Lacepède, 1801)",204252,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Novaculichthys,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Novaculichthys taeniourus (Lacepède, 1801). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=219035 on 2023-01-20",urn:lsid:marinespecies.org:taxname:219035,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
27,Stethojulis bandanensis,277106,https://www.marinespecies.org/aphia.php?p=taxdetails&id=277106,Stethojulis bandanensis,"(Bleeker, 1851)",accepted,NA,220,Species,277106,Stethojulis bandanensis,"(Bleeker, 1851)",204183,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Stethojulis,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Stethojulis bandanensis (Bleeker, 1851). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=277106 on 2023-01-20",urn:lsid:marinespecies.org:taxname:277106,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
28,Acanthurus nigricans,219638,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219638,Acanthurus nigricans,"(Linnaeus, 1758)",accepted,NA,220,Species,219638,Acanthurus nigricans,"(Linnaeus, 1758)",125908,Animalia,Chordata,Teleostei,Acanthuriformes,Acanthuridae,Acanthurus,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Acanthurus nigricans (Linnaeus, 1758). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=219638 on 2023-01-20",urn:lsid:marinespecies.org:taxname:219638,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
29,Malacoctenus ebisui,281495,https://www.marinespecies.org/aphia.php?p=taxdetails&id=281495,Malacoctenus ebisui,"Springer, 1959",accepted,NA,220,Species,281495,Malacoctenus ebisui,"Springer, 1959",269781,Animalia,Chordata,Teleostei,Blenniiformes,Labrisomidae,Malacoctenus,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Malacoctenus ebisui Springer, 1959. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=281495 on 2023-01-20",urn:lsid:marinespecies.org:taxname:281495,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
30,Mccoskerichthys sandae,281538,https://www.marinespecies.org/aphia.php?p=taxdetails&id=281538,Mccoskerichthys sandae,"Rosenblatt & Stephens, 1978",accepted,NA,220,Species,281538,Mccoskerichthys sandae,"Rosenblatt & Stephens, 1978",269811,Animalia,Chordata,Teleostei,Blenniiformes,Chaenopsidae,Mccoskerichthys,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Mccoskerichthys sandae Rosenblatt & Stephens, 1978. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=281538 on 2023-01-20",urn:lsid:marinespecies.org:taxname:281538,1,0,0,0,NA,exact,2008-01-15T17:27:08.177Z
